departure,arrival,flight_number,departure_time,arrival_time,remarks,period
MMB,CTS,JAL 2710J-AIR運航,08:50,09:35,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
MMB,CTS,JAL 2714J-AIR運航,13:55,14:45,,20251026_20260105
MMB,CTS,JAL 2718J-AIR運航,17:20,18:10,,20251026_20260105
MMB,CTS,JAL 2713J-AIR運航,07:35,08:20,12月1日～1月5日5分早発,20251026_20260105
MMB,CTS,JAL 2715J-AIR運航,12:45,13:25,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
MMB,CTS,JAL 2719J-AIR運航,16:05,16:50,,20251026_20260105
MMB,CTS,JAL 2710J-AIR運航,08:45,09:35,,20260106_20260228
MMB,CTS,JAL 2714J-AIR運航,13:55,14:45,,20260106_20260228
MMB,CTS,JAL 2718J-AIR運航,17:20,18:10,,20260106_20260228
MMB,CTS,JAL 2713J-AIR運航,07:30,08:15,,20260106_20260228
MMB,CTS,JAL 2715J-AIR運航,12:40,13:25,,20260106_20260228
MMB,CTS,JAL 2719J-AIR運航,16:05,16:50,,20260106_20260228
MMB,CTS,JAL 2710J-AIR運航,08:50,09:40,,20260301_20260328
MMB,CTS,JAL 2714J-AIR運航,13:55,14:45,,20260301_20260328
MMB,CTS,JAL 2718J-AIR運航,17:15,18:05,,20260301_20260328
MMB,CTS,JAL 2713J-AIR運航,07:35,08:20,,20260301_20260328
MMB,CTS,JAL 2715J-AIR運航,12:40,13:25,,20260301_20260328
MMB,CTS,JAL 2719J-AIR運航,16:00,16:45,,20260301_20260328
MMB,OKD,JAL 2720HAC運航,10:20,11:10,11月29日1時間20分遅発12月1～5・7日～1月5日30分早発12月6日50分遅発,20251026_20260105
MMB,OKD,JAL 2726HAC運航,18:45,19:35,11月の土曜運休10月26日～11月30日の月・火・水・木・金・日曜25分遅発,20251026_20260105
MMB,OKD,JAL 2721HAC運航,09:05,09:50,12月1日～1月5日30分早発,20251026_20260105
MMB,OKD,JAL 2727HAC運航,17:30,18:15,11月の土曜運休10月26日～11月30日の月・火・水・木・金・日曜25分遅発,20251026_20260105
MMB,OKD,JAL 2720HAC運航,09:50,10:40,2月7～28日の土曜1時間20分遅発,20260106_20260228
MMB,OKD,JAL 2726HAC運航,18:45,19:35,,20260106_20260228
MMB,OKD,JAL 2721HAC運航,08:35,09:20,,20260106_20260228
MMB,OKD,JAL 2727HAC運航,17:30,18:15,,20260106_20260228
MMB,OKD,JAL 2720HAC運航,10:20,11:10,,20260301_20260328
MMB,OKD,JAL 2726HAC運航,19:10,20:00,,20260301_20260328
MMB,OKD,JAL 2721HAC運航,09:05,09:50,,20260301_20260328
MMB,OKD,JAL 2727HAC運航,17:55,18:40,,20260301_20260328
SHB,OKD,JAL 2732HAC運航,11:15,12:10,,20251026_20260105
SHB,OKD,JAL 2738HAC運航,16:30,17:25,11月の土曜・12月6・13・20日運休,20251026_20260105
SHB,OKD,JAL 2733HAC運航,09:55,10:45,,20251026_20260105
SHB,OKD,JAL 2739HAC運航,15:10,16:00,11月の土曜・12月6・13・20日運休,20251026_20260105
SHB,OKD,JAL 2732HAC運航,11:15,12:10,,20260106_20260228
SHB,OKD,JAL 2738HAC運航,16:30,17:25,1月17・24・31日・2月の土曜運休,20260106_20260228
SHB,OKD,JAL 2733HAC運航,09:55,10:45,,20260106_20260228
SHB,OKD,JAL 2739HAC運航,15:10,16:00,1月17・24・31日・2月の土曜運休,20260106_20260228
SHB,OKD,JAL 2732HAC運航,11:15,12:10,,20260301_20260328
SHB,OKD,JAL 2738HAC運航,16:30,17:25,土曜運休,20260301_20260328
SHB,OKD,JAL 2733HAC運航,09:55,10:45,,20260301_20260328
SHB,OKD,JAL 2739HAC運航,15:10,16:00,土曜運休,20260301_20260328
KUH,OKD,JAL 2860HAC運航,09:15,10:05,12月1日～1月5日10分早発,20251026_20260105
KUH,OKD,JAL 2862HAC運航,12:55,13:45,10月27日～11月27日の月・火・水・木曜運航,20251026_20260105
KUH,OKD,JAL 2864HAC運航,15:30,16:20,10月26～31日・11月2～30日5分早発11月1日1時間遅発,20251026_20260105
KUH,OKD,JAL 2868HAC運航,18:00,18:50,12月1日～1月5日55分遅発,20251026_20260105
KUH,OKD,JAL 2861HAC運航,08:00,08:45,12月1日～1月5日10分早発,20251026_20260105
KUH,OKD,JAL 2863HAC運航,11:40,12:25,10月27日～11月27日の月・火・水・木曜運航,20251026_20260105
KUH,OKD,JAL 2865HAC運航,14:15,15:00,10月26～31日・11月2～30日5分早発11月1日1時間遅発,20251026_20260105
KUH,OKD,JAL 2869HAC運航,16:45,17:30,12月1日～1月5日55分遅発,20251026_20260105
KUH,OKD,JAL 2860HAC運航,09:05,09:55,,20260106_20260228
KUH,OKD,JAL 2864HAC運航,15:30,16:20,,20260106_20260228
KUH,OKD,JAL 2868HAC運航,18:55,19:45,,20260106_20260228
KUH,OKD,JAL 2861HAC運航,07:50,08:35,,20260106_20260228
KUH,OKD,JAL 2865HAC運航,14:15,15:00,,20260106_20260228
KUH,OKD,JAL 2869HAC運航,17:40,18:25,,20260106_20260228
KUH,OKD,JAL 2860HAC運航,09:15,10:05,,20260301_20260328
KUH,OKD,JAL 2862HAC運航,12:55,13:45,月・火・水・木曜運航,20260301_20260328
KUH,OKD,JAL 2864HAC運航,15:20,16:10,,20260301_20260328
KUH,OKD,JAL 2868HAC運航,18:00,18:50,,20260301_20260328
KUH,OKD,JAL 2861HAC運航,08:00,08:45,,20260301_20260328
KUH,OKD,JAL 2863HAC運航,11:40,12:25,月・火・水・木曜運航,20260301_20260328
KUH,OKD,JAL 2865HAC運航,14:05,14:50,,20260301_20260328
KUH,OKD,JAL 2869HAC運航,16:45,17:30,,20260301_20260328
HKD,OKD,JAL 2740HAC運航,07:50,08:30,10月27日～11月29日の月・火・水・木・金・土曜運航,20251026_20260105
HKD,OKD,JAL 2742HAC運航,08:45,09:25,,20251026_20260105
HKD,OKD,JAL 2744HAC運航,09:35,10:15,10月27日～11月29日の月・火・水・木・土曜運航,20251026_20260105
HKD,OKD,JAL 3442HAC運航,12:25,13:05,12月1～4・8～11・15～18・22～25日・1月5日運航,20251026_20260105
HKD,OKD,JAL 2746HAC運航,13:20,14:00,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
HKD,OKD,JAL 2748HAC運航,14:00,14:40,12月1日～1月5日10分遅発,20251026_20260105
HKD,OKD,JAL 2752HAC運航,15:55,16:35,12月26日～1月5日運休11月29日・12月1～25日35分遅発,20251026_20260105
HKD,OKD,JAL 3448HAC運航,18:05,18:45,12月4～25日の木・金・土・日曜運航,20251026_20260105
HKD,OKD,JAL 2754HAC運航,19:15,19:55,12月6・13・20日運休12月1～5・7～12・14～19・21日～1月5日5分早発,20251026_20260105
HKD,OKD,JAL 2741HAC運航,07:35,08:15,,20251026_20260105
HKD,OKD,JAL 2743HAC運航,08:25,09:05,10月27日～11月29日の月・火・水・木・土曜運航,20251026_20260105
HKD,OKD,JAL 2745HAC運航,10:10,10:50,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
HKD,OKD,JAL 3443HAC運航,11:15,11:55,12月1～4・8～11・15～18・22～25日・1月5日運航,20251026_20260105
HKD,OKD,JAL 2749HAC運航,12:45,13:25,12月1日～1月5日15分遅発,20251026_20260105
HKD,OKD,JAL 2753HAC運航,14:45,15:25,12月26日～1月5日運休11月29日・12月1～25日35分遅発,20251026_20260105
HKD,OKD,JAL 3449HAC運航,16:55,17:35,12月4～25日の木・金・土・日曜運航,20251026_20260105
HKD,OKD,JAL 2755HAC運航,18:05,18:45,12月6・13・20日運休12月1～5・7～12・14～19・21日～1月5日5分早発,20251026_20260105
HKD,OKD,JAL 2757HAC運航,19:20,20:00,10月26日～11月28日の月・火・水・木・金・日曜運航,20251026_20260105
HKD,OKD,JAL 2742HAC運航,08:45,09:25,,20260106_20260228
HKD,OKD,JAL 3442HAC運航,12:25,13:05,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運航,20260106_20260228
HKD,OKD,JAL 2746HAC運航,13:20,14:00,,20260106_20260228
HKD,OKD,JAL 2748HAC運航,14:10,14:50,,20260106_20260228
HKD,OKD,JAL 2752HAC運航,16:30,17:10,2月5・6・8～11日運休,20260106_20260228
HKD,OKD,JAL 3448HAC運航,18:05,18:45,1月8～11・15～18・22～25・29日～2月1・12～15・19～22・26～28日運航,20260106_20260228
HKD,OKD,JAL 2754HAC運航,19:10,19:50,土曜運休,20260106_20260228
HKD,OKD,JAL 2741HAC運航,07:35,08:15,,20260106_20260228
HKD,OKD,JAL 2745HAC運航,10:10,10:50,,20260106_20260228
HKD,OKD,JAL 3443HAC運航,11:15,11:55,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運航,20260106_20260228
HKD,OKD,JAL 2749HAC運航,13:00,13:40,,20260106_20260228
HKD,OKD,JAL 2753HAC運航,15:20,16:00,2月5・6・8～11日運休,20260106_20260228
HKD,OKD,JAL 3449HAC運航,16:55,17:35,1月8～11・15～18・22～25・29日～2月1・12～15・19～22・26～28日運航,20260106_20260228
HKD,OKD,JAL 2755HAC運航,18:00,18:40,土曜運休,20260106_20260228
HKD,OKD,JAL 2740HAC運航,07:50,08:30,日曜運休,20260301_20260328
HKD,OKD,JAL 2742HAC運航,08:45,09:25,,20260301_20260328
HKD,OKD,JAL 2744HAC運航,09:35,10:15,,20260301_20260328
HKD,OKD,JAL 2746HAC運航,13:45,14:25,,20260301_20260328
HKD,OKD,JAL 2748HAC運航,14:00,14:40,,20260301_20260328
HKD,OKD,JAL 2752HAC運航,15:55,16:35,,20260301_20260328
HKD,OKD,JAL 3448HAC運航,18:15,18:55,3月20～28日運休,20260301_20260328
HKD,OKD,JAL 2754HAC運航,19:15,19:55,土曜運休,20260301_20260328
HKD,OKD,JAL 2741HAC運航,07:35,08:15,,20260301_20260328
HKD,OKD,JAL 2743HAC運航,08:25,09:05,,20260301_20260328
HKD,OKD,JAL 2745HAC運航,10:35,11:15,,20260301_20260328
HKD,OKD,JAL 2749HAC運航,12:45,13:25,,20260301_20260328
HKD,OKD,JAL 2753HAC運航,14:45,15:25,,20260301_20260328
HKD,OKD,JAL 3449HAC運航,17:05,17:45,3月20～28日運休,20260301_20260328
HKD,OKD,JAL 2755HAC運航,18:05,18:45,土曜運休,20260301_20260328
HKD,OKD,JAL 2757HAC運航,19:20,20:00,土曜運休,20260301_20260328
OIR,OKD,JAL 2894HAC運航,12:45,13:35,10月26日～11月30日の金・日曜運航,20251026_20260105
OIR,OKD,JAL 2895HAC運航,11:25,12:15,10月26日～11月30日の金・日曜運航,20251026_20260105
AOJ,ITM,JAL 2150J-AIR運航,09:40,11:15,12月1日～1月5日10分早発5分早着,20251026_20260105
AOJ,ITM,JAL 2154J-AIR運航,13:55,15:35,12月1日～1月5日50分早発,20251026_20260105
AOJ,ITM,JAL 2158J-AIR運航,18:25,20:10,12月1日～1月5日5分遅着,20251026_20260105
AOJ,ITM,JAL 2151J-AIR運航,07:35,09:05,12月1日～1月5日10分早発5分早着,20251026_20260105
AOJ,ITM,JAL 2153J-AIR運航,11:55,13:20,12月1日～1月5日55分早発50分早着,20251026_20260105
AOJ,ITM,JAL 2157J-AIR運航,16:15,17:40,12月1日～1月5日5分遅発10分遅着,20251026_20260105
AOJ,ITM,JAL 2150J-AIR運航,09:30,11:10,,20260106_20260228
AOJ,ITM,JAL 2154J-AIR運航,13:05,14:45,,20260106_20260228
AOJ,ITM,JAL 2158J-AIR運航,18:05,19:55,,20260106_20260228
AOJ,ITM,JAL 2151J-AIR運航,07:25,09:00,,20260106_20260228
AOJ,ITM,JAL 2153J-AIR運航,11:00,12:30,,20260106_20260228
AOJ,ITM,JAL 2157J-AIR運航,16:05,17:35,,20260106_20260228
AOJ,ITM,JAL 2150J-AIR運航,09:40,11:15,,20260301_20260328
AOJ,ITM,JAL 2154J-AIR運航,13:55,15:35,,20260301_20260328
AOJ,ITM,JAL 2158J-AIR運航,18:25,20:15,,20260301_20260328
AOJ,ITM,JAL 2151J-AIR運航,07:35,09:05,,20260301_20260328
AOJ,ITM,JAL 2153J-AIR運航,11:55,13:20,,20260301_20260328
AOJ,ITM,JAL 2157J-AIR運航,16:15,17:45,,20260301_20260328
AOJ,CTS,JAL 2804J-AIR運航,11:30,12:15,12月1日～1月5日5分遅着,20251026_20260105
AOJ,CTS,JAL 2806J-AIR運航,14:40,15:30,12月1日～1月5日25分遅発,20251026_20260105
AOJ,CTS,JAL 2810J-AIR運航,20:30,21:15,10月26日～11月30日5分早発,20251026_20260105
AOJ,CTS,JAL 2803J-AIR運航,10:10,11:00,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
AOJ,CTS,JAL 2805J-AIR運航,13:15,14:05,12月1日～1月5日15分遅発20分遅着,20251026_20260105
AOJ,CTS,JAL 2809J-AIR運航,19:00,19:50,12月1日～1月5日5分遅着,20251026_20260105
AOJ,CTS,JAL 2804J-AIR運航,11:30,12:20,,20260106_20260228
AOJ,CTS,JAL 2806J-AIR運航,15:00,15:50,,20260106_20260228
AOJ,CTS,JAL 2810J-AIR運航,20:30,21:15,,20260106_20260228
AOJ,CTS,JAL 2803J-AIR運航,10:05,11:00,,20260106_20260228
AOJ,CTS,JAL 2805J-AIR運航,13:30,14:25,,20260106_20260228
AOJ,CTS,JAL 2809J-AIR運航,19:00,19:55,,20260106_20260228
AOJ,CTS,JAL 2804J-AIR運航,11:30,12:20,,20260301_20260328
AOJ,CTS,JAL 2806J-AIR運航,14:40,15:30,,20260301_20260328
AOJ,CTS,JAL 2810J-AIR運航,20:25,21:10,,20260301_20260328
AOJ,CTS,JAL 2803J-AIR運航,10:10,11:00,,20260301_20260328
AOJ,CTS,JAL 2805J-AIR運航,13:15,14:05,,20260301_20260328
AOJ,CTS,JAL 2809J-AIR運航,19:00,19:50,,20260301_20260328
MSJ,ITM,JAL 2162J-AIR運航,11:40,13:25,12月1日～1月5日10分遅発,20251026_20260105
MSJ,ITM,JAL 2166J-AIR運航,17:35,19:20,,20251026_20260105
MSJ,ITM,JAL 2161J-AIR運航,09:40,11:10,12月1日～1月5日5分遅発10分遅着,20251026_20260105
MSJ,ITM,JAL 2163J-AIR運航,15:30,17:00,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
MSJ,ITM,JAL 2162J-AIR運航,11:50,13:35,,20260106_20260228
MSJ,ITM,JAL 2166J-AIR運航,17:35,19:20,,20260106_20260228
MSJ,ITM,JAL 2161J-AIR運航,09:45,11:20,,20260106_20260228
MSJ,ITM,JAL 2163J-AIR運航,15:25,17:00,,20260106_20260228
MSJ,ITM,JAL 2162J-AIR運航,11:45,13:30,,20260301_20260328
MSJ,ITM,JAL 2166J-AIR運航,17:35,19:20,,20260301_20260328
MSJ,ITM,JAL 2161J-AIR運航,09:45,11:15,,20260301_20260328
MSJ,ITM,JAL 2163J-AIR運航,15:30,17:00,,20260301_20260328
AXT,ITM,JAL 2172J-AIR運航,09:50,11:20,,20251026_20260105
AXT,ITM,JAL 2174J-AIR運航,13:40,15:05,12月1日～1月5日5分遅発10分遅着,20251026_20260105
AXT,ITM,JAL 2176J-AIR運航,18:15,19:45,,20251026_20260105
AXT,ITM,JAL 2171J-AIR運航,07:55,09:15,12月1日～1月5日5分遅発,20251026_20260105
AXT,ITM,JAL 2173J-AIR運航,11:55,13:10,12月1日～1月5日5分遅発,20251026_20260105
AXT,ITM,JAL 2179J-AIR運航,16:25,17:40,12月1日～1月5日5分遅着,20251026_20260105
AXT,ITM,JAL 2172J-AIR運航,09:50,11:20,,20260106_20260228
AXT,ITM,JAL 2174J-AIR運航,13:45,15:15,,20260106_20260228
AXT,ITM,JAL 2176J-AIR運航,18:15,19:45,,20260106_20260228
AXT,ITM,JAL 2171J-AIR運航,08:00,09:20,,20260106_20260228
AXT,ITM,JAL 2173J-AIR運航,12:00,13:15,,20260106_20260228
AXT,ITM,JAL 2179J-AIR運航,16:25,17:45,,20260106_20260228
AXT,ITM,JAL 2172J-AIR運航,09:50,11:20,,20260301_20260328
AXT,ITM,JAL 2174J-AIR運航,13:45,15:10,,20260301_20260328
AXT,ITM,JAL 2176J-AIR運航,18:20,19:50,,20260301_20260328
AXT,ITM,JAL 2171J-AIR運航,08:00,09:20,,20260301_20260328
AXT,ITM,JAL 2173J-AIR運航,12:00,13:15,,20260301_20260328
AXT,ITM,JAL 2179J-AIR運航,16:30,17:50,,20260301_20260328
AXT,OKD,JAL 2824HAC運航,12:10,13:15,10月26～31日・11月2～30日15分遅発11月1日1時間30分遅発,20251026_20260105
AXT,OKD,JAL 2826HAC運航,18:45,19:50,12月1～25日運休12月26日～1月5日1時間早発,20251026_20260105
AXT,OKD,JAL 2823HAC運航,10:45,11:55,12月1日～1月5日15分早発,20251026_20260105
AXT,OKD,JAL 2825HAC運航,17:05,18:15,12月1～25日運休12月26日～1月5日1時間早発,20251026_20260105
AXT,OKD,JAL 2824HAC運航,12:10,13:15,,20260106_20260228
AXT,OKD,JAL 2826HAC運航,17:45,18:50,2月5～11日運航,20260106_20260228
AXT,OKD,JAL 2823HAC運航,10:30,11:40,,20260106_20260228
AXT,OKD,JAL 2825HAC運航,16:05,17:15,2月5～11日運航,20260106_20260228
AXT,OKD,JAL 2824HAC運航,12:25,13:30,,20260301_20260328
AXT,OKD,JAL 2826HAC運航,18:45,19:50,3月20～28日運航,20260301_20260328
AXT,OKD,JAL 2823HAC運航,10:45,11:55,,20260301_20260328
AXT,OKD,JAL 2825HAC運航,17:05,18:15,3月20～28日運航,20260301_20260328
HNA,ITM,JAL 2180J-AIR運航,09:10,10:40,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HNA,ITM,JAL 2182J-AIR運航,13:10,14:40,,20251026_20260105
HNA,ITM,JAL 2186J-AIR運航,15:30,17:00,12月1日～1月5日5分遅着,20251026_20260105
HNA,ITM,JAL 2190J-AIR運航,18:45,20:25,12月1日～1月5日5分早発,20251026_20260105
HNA,ITM,JAL 2181J-AIR運航,07:15,08:40,12月1日～1月5日5分早発,20251026_20260105
HNA,ITM,JAL 2183J-AIR運航,11:20,12:40,,20251026_20260105
HNA,ITM,JAL 2185J-AIR運航,13:45,15:00,,20251026_20260105
HNA,ITM,JAL 2187J-AIR運航,16:55,18:15,12月1日～1月5日5分早発,20251026_20260105
HNA,ITM,JAL 2180J-AIR運航,09:10,10:45,1月6～30日5分早発,20260106_20260228
HNA,ITM,JAL 2182J-AIR運航,13:10,14:40,,20260106_20260228
HNA,ITM,JAL 2186J-AIR運航,15:25,17:00,1月6～30日5分遅発,20260106_20260228
HNA,ITM,JAL 2190J-AIR運航,18:35,20:15,1月31日10分遅発,20260106_20260228
HNA,ITM,JAL 2181J-AIR運航,07:15,08:40,1月6～30日5分早発,20260106_20260228
HNA,ITM,JAL 2183J-AIR運航,11:20,12:40,,20260106_20260228
HNA,ITM,JAL 2185J-AIR運航,13:40,14:55,1月6～30日5分遅発,20260106_20260228
HNA,ITM,JAL 2187J-AIR運航,16:45,18:05,1月31日10分遅発,20260106_20260228
HNA,ITM,JAL 2180J-AIR運航,09:20,10:50,,20260301_20260328
HNA,ITM,JAL 2182J-AIR運航,13:10,14:40,,20260301_20260328
HNA,ITM,JAL 2186J-AIR運航,15:30,17:00,,20260301_20260328
HNA,ITM,JAL 2190J-AIR運航,18:35,20:15,,20260301_20260328
HNA,ITM,JAL 2181J-AIR運航,07:25,08:50,,20260301_20260328
HNA,ITM,JAL 2183J-AIR運航,11:20,12:40,,20260301_20260328
HNA,ITM,JAL 2185J-AIR運航,13:40,15:00,,20260301_20260328
HNA,ITM,JAL 2187J-AIR運航,16:45,18:05,,20260301_20260328
HNA,CTS,JAL 2830J-AIR運航,11:05,12:05,12月1日～1月5日5分遅着,20251026_20260105
HNA,CTS,JAL 2838J-AIR運航,17:55,18:55,,20251026_20260105
HNA,CTS,JAL 2831J-AIR運航,09:35,10:30,12月1日～1月5日5分遅着,20251026_20260105
HNA,CTS,JAL 2839J-AIR運航,16:25,17:25,12月1日～1月5日5分遅発(到着は同時刻),20251026_20260105
HNA,CTS,JAL 2830J-AIR運航,11:05,12:10,,20260106_20260228
HNA,CTS,JAL 2838J-AIR運航,17:50,18:50,,20260106_20260228
HNA,CTS,JAL 2831J-AIR運航,09:35,10:35,,20260106_20260228
HNA,CTS,JAL 2839J-AIR運航,16:25,17:20,,20260106_20260228
HNA,CTS,JAL 2830J-AIR運航,11:10,12:10,,20260301_20260328
HNA,CTS,JAL 2838J-AIR運航,17:50,18:50,,20260301_20260328
HNA,CTS,JAL 2831J-AIR運航,09:35,10:35,,20260301_20260328
HNA,CTS,JAL 2839J-AIR運航,16:20,17:20,,20260301_20260328
SDJ,ITM,JAL 2200J-AIR運航,07:35,08:55,12月1日～1月5日5分遅着,20251026_20260105
SDJ,ITM,JAL 2202J-AIR運航,09:10,10:35,,20251026_20260105
SDJ,ITM,JAL 2204J-AIR運航,11:15,12:35,12月1日～1月5日5分遅着,20251026_20260105
SDJ,ITM,JAL 2206J-AIR運航,12:50,14:10,12月1日～1月5日5分遅発10分遅着,20251026_20260105
SDJ,ITM,JAL 2210J-AIR運航,15:05,16:25,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
SDJ,ITM,JAL 2212J-AIR運航,16:10,17:30,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
SDJ,ITM,JAL 2216J-AIR運航,18:40,20:15,12月1日～1月5日5分遅着,20251026_20260105
SDJ,ITM,JAL 2201J-AIR運航,07:20,08:35,,20251026_20260105
SDJ,ITM,JAL 2203J-AIR運航,09:30,10:40,12月1日～1月5日5分遅発,20251026_20260105
SDJ,ITM,JAL 2205J-AIR運航,10:45,11:55,12月1日～1月5日10分遅発,20251026_20260105
SDJ,ITM,JAL 2207J-AIR運航,13:20,14:30,12月1日～1月5日5分早発,20251026_20260105
SDJ,ITM,JAL 2209J-AIR運航,15:40,16:50,,20251026_20260105
SDJ,ITM,JAL 2213J-AIR運航,17:00,18:10,,20251026_20260105
SDJ,ITM,JAL 2217J-AIR運航,19:55,21:10,,20251026_20260105
SDJ,ITM,JAL 2200J-AIR運航,07:35,09:00,,20260106_20260228
SDJ,ITM,JAL 2202J-AIR運航,09:15,10:40,1月6～30日5分早発,20260106_20260228
SDJ,ITM,JAL 2204J-AIR運航,11:20,12:45,,20260106_20260228
SDJ,ITM,JAL 2206J-AIR運航,12:45,14:10,1月6～30日5分遅発,20260106_20260228
SDJ,ITM,JAL 2210J-AIR運航,15:10,16:35,1月31日5分遅発1月6～30日15分遅発,20260106_20260228
SDJ,ITM,JAL 2212J-AIR運航,16:10,17:35,,20260106_20260228
SDJ,ITM,JAL 2216J-AIR運航,18:45,20:25,1月31日5分遅発,20260106_20260228
SDJ,ITM,JAL 2201J-AIR運航,07:30,08:45,1月6～30日10分早発,20260106_20260228
SDJ,ITM,JAL 2203J-AIR運航,09:35,10:45,,20260106_20260228
SDJ,ITM,JAL 2205J-AIR運航,11:00,12:10,1月6～30日5分早発,20260106_20260228
SDJ,ITM,JAL 2207J-AIR運航,13:30,14:40,1月31日5分遅発1月6～30日15分遅発,20260106_20260228
SDJ,ITM,JAL 2209J-AIR運航,15:40,16:50,,20260106_20260228
SDJ,ITM,JAL 2213J-AIR運航,17:05,18:15,1月31日5分遅発1月6～30日5分早発,20260106_20260228
SDJ,ITM,JAL 2217J-AIR運航,19:55,21:10,,20260106_20260228
SDJ,ITM,JAL 2200J-AIR運航,07:35,08:55,,20260301_20260328
SDJ,ITM,JAL 2202J-AIR運航,09:15,10:40,,20260301_20260328
SDJ,ITM,JAL 2204J-AIR運航,11:15,12:35,,20260301_20260328
SDJ,ITM,JAL 2206J-AIR運航,12:45,14:05,,20260301_20260328
SDJ,ITM,JAL 2210J-AIR運航,15:25,16:45,,20260301_20260328
SDJ,ITM,JAL 2212J-AIR運航,16:10,17:35,,20260301_20260328
SDJ,ITM,JAL 2216J-AIR運航,18:45,20:20,,20260301_20260328
SDJ,ITM,JAL 2201J-AIR運航,07:25,08:40,,20260301_20260328
SDJ,ITM,JAL 2203J-AIR運航,09:30,10:40,,20260301_20260328
SDJ,ITM,JAL 2205J-AIR運航,10:40,11:50,,20260301_20260328
SDJ,ITM,JAL 2207J-AIR運航,13:45,14:55,,20260301_20260328
SDJ,ITM,JAL 2209J-AIR運航,15:40,16:50,,20260301_20260328
SDJ,ITM,JAL 2213J-AIR運航,17:00,18:10,,20260301_20260328
SDJ,ITM,JAL 2217J-AIR運航,19:55,21:05,,20260301_20260328
SDJ,CTS,JAL 2901J-AIR運航,07:50,09:00,,20251026_20260105
SDJ,CTS,JAL 2903J-AIR運航,09:20,10:35,12月1日～1月5日5分遅発,20251026_20260105
SDJ,CTS,JAL 2905J-AIR運航,12:25,13:35,12月1日～1月5日10分遅発15分遅着,20251026_20260105
SDJ,CTS,JAL 2907J-AIR運航,17:20,18:30,,20251026_20260105
SDJ,CTS,JAL 2909J-AIR運航,20:25,21:30,12月1日～1月5日5分遅着,20251026_20260105
SDJ,CTS,JAL 2900J-AIR運航,07:40,08:50,,20251026_20260105
SDJ,CTS,JAL 2902J-AIR運航,11:10,12:20,12月1日～1月5日5分遅発,20251026_20260105
SDJ,CTS,JAL 2904J-AIR運航,14:30,15:35,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
SDJ,CTS,JAL 2906J-AIR運航,18:45,19:55,,20251026_20260105
SDJ,CTS,JAL 2910J-AIR運航,19:45,20:50,12月1日～1月5日5分遅着,20251026_20260105
SDJ,CTS,JAL 2901J-AIR運航,07:50,09:00,,20260106_20260228
SDJ,CTS,JAL 2903J-AIR運航,09:20,10:35,,20260106_20260228
SDJ,CTS,JAL 2905J-AIR運航,12:40,13:55,1月6～30日5分早発,20260106_20260228
SDJ,CTS,JAL 2907J-AIR運航,17:20,18:30,,20260106_20260228
SDJ,CTS,JAL 2909J-AIR運航,20:25,21:35,,20260106_20260228
SDJ,CTS,JAL 2900J-AIR運航,07:40,08:50,,20260106_20260228
SDJ,CTS,JAL 2902J-AIR運航,11:05,12:15,1月6～30日5分遅発,20260106_20260228
SDJ,CTS,JAL 2904J-AIR運航,14:30,15:40,,20260106_20260228
SDJ,CTS,JAL 2906J-AIR運航,18:40,19:50,,20260106_20260228
SDJ,CTS,JAL 2910J-AIR運航,19:45,20:55,,20260106_20260228
SDJ,CTS,JAL 2901J-AIR運航,07:50,09:00,,20260301_20260328
SDJ,CTS,JAL 2903J-AIR運航,09:20,10:35,,20260301_20260328
SDJ,CTS,JAL 2905J-AIR運航,12:20,13:35,,20260301_20260328
SDJ,CTS,JAL 2907J-AIR運航,17:20,18:30,,20260301_20260328
SDJ,CTS,JAL 2909J-AIR運航,20:25,21:35,,20260301_20260328
SDJ,CTS,JAL 2900J-AIR運航,07:40,08:45,,20260301_20260328
SDJ,CTS,JAL 2902J-AIR運航,11:05,12:15,,20260301_20260328
SDJ,CTS,JAL 2904J-AIR運航,14:30,15:40,,20260301_20260328
SDJ,CTS,JAL 2906J-AIR運航,18:40,19:50,,20260301_20260328
SDJ,CTS,JAL 2910J-AIR運航,19:45,20:50,,20260301_20260328
SDJ,FUK,JAL 4528FDA運航,11:20,13:35,,20251026_20260105
SDJ,FUK,JAL 4530FDA運航,16:30,18:45,,20251026_20260105
SDJ,FUK,JAL 4529FDA運航,09:00,10:50,,20251026_20260105
SDJ,FUK,JAL 4531FDA運航,14:10,16:00,,20251026_20260105
SDJ,FUK,JAL 4528FDA運航,11:20,13:35,,20260106_20260228
SDJ,FUK,JAL 4530FDA運航,16:30,18:45,,20260106_20260228
SDJ,FUK,JAL 4529FDA運航,09:00,10:50,,20260106_20260228
